Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Peru,distribution losses ,Central & South America,0.002372432,0.002546729,0.002316039,0.00176938,0.002086394,0.002259314,0.00260505,0.002883629,0.002896933,0.002513019,0.002576654,0.001997201,0.002418997,0.002638297,0.003133516,0.002707194,0.002477095,0.002452357,0.001952827,0.001770102,0.001669541,0.001640201,0.001579676,0.001606971,0.001531787,0.001502644,0.001584469,0.001507287,0.001556623,0.001580778,0.002070108,0.001276144,0.00184815,0.002428844,0.002669519,0.002788766,0.002815526,0.002816053,0.002996055,0.00322425,0.003323845,0.003253499
Philippines,distribution losses ,Asia & Oceania,0.000557576,0.004107628,0.004583944,0.00490736,0.005567864,0.005968541,0.006016027,0.006739862,0.006580912,0.00503532,0.004413016,0.004046195,0.00430079,0.003829786,0.004541967,0.00515806,0.005265222,0.005608181,0.004771946,0.004721559,0.004631937,0.004184125,0.004143527,0.004723121,0.004692762,0.004302193,0.004279744,0.004514739,0.004497692,0.004438655,0.00444327,0.004304254,0.004571163,0.004119563,0.003967557,0.003920835,0.004240429,0.004199682,0.004523281,0.005028997,0.005050856,0.00494396
Poland,distribution losses ,Europe,0.022221053,0.021825831,0.020081599,0.019935711,0.024142814,0.022781152,0.022684667,0.023246153,0.020989901,0.017174724,0.014450061,0.017664049,0.01588275,0.016560522,0.016601111,0.016252161,0.015494085,0.014192705,0.012504946,0.011244085,0.010391014,0.0104141,0.009994436,0.010028829,0.009370588,0.009190675,0.008715511,0.008554742,0.007372584,0.007375983,0.006750923,0.005962064,0.00595126,0.005453192,0.005455058,0.00552093,0.004857972,0.005081252,0.004466741,0.004504001,0.005182175,0.00469441
Portugal,distribution losses ,Europe,0.00340741,0.003181023,0.003860066,0.003762776,0.003948865,0.003776146,0.004063075,0.003915272,0.004265182,0.003937283,0.004326808,0.004173784,0.00357856,0.003372951,0.003440535,0.002995003,0.00298059,0.002736466,0.002642924,0.002814879,0.00266382,0.002975981,0.002430591,0.002691693,0.002634362,0.002658183,0.002291233,0.001887075,0.002453233,0.002231687,0.002438102,0.002292239,0.00257374,0.002903012,0.002772234,0.002564973,0.002507522,0.002592883,0.002541231,0.002489585,0.002333861,0.002273407
Puerto Rico,distribution losses ,Central & South America,0.001696544,0.001746334,0.001440314,0.001387537,0.001465825,0.001292207,0.001417278,0.001407758,0.001435813,0.001249945,0.001364604,0.001314085,0.001136654,0.00110786,0.001130609,0.001095918,0.001075323,0.001116038,0.00109703,0.001085886,0.000955449,0.000981568,0.000965113,0.000996112,0.000940313,0.0009452,0.000930407,0.000877184,0.000815685,0.000811758,0.000794457,0.000748449,0.000731798,0.000686288,0.000672706,0.000657574,0.000633734,0.000499323,0.000262953,0.000570197,0.000584033,0.000571673
Qatar,distribution losses ,Middle East,0.000442781,0.000559784,0.000522081,0.000509287,0.00053315,0.000342562,0.000332737,0.000335595,0.000485849,0.00030501,0.000342094,0.000330972,0.000294359,0.00031597,0.000345397,0.000415523,0.000336809,0.000350458,0.000429067,0.000459887,0.000462099,0.000509078,0.00053026,0.000580507,0.000594793,0.000643089,0.000754627,0.000823667,0.000896025,0.000892792,0.001006572,0.001073261,0.00118544,0.001148965,0.001245882,0.001297162,0.001295459,0.001369945,0.001399184,0.001394826,0.001438255,0.001464366
Reunion,distribution losses ,Africa,4.32395E-05,5.14886E-05,5.54665E-05,5.94169E-05,6.33205E-05,6.1677E-05,7.05771E-05,7.26501E-05,7.82959E-05,7.28709E-05,8.41962E-05,8.41831E-05,7.72691E-05,7.27219E-05,7.21304E-05,7.25276E-05,7.30756E-05,8.39568E-05,8.55932E-05,8.11824E-05,9.9187E-05,0.000107728,0.000100861,0.000105109,0.000108589,0.000110398,0.00011026,0.000107421,0.000110193,0.000114486,0.000113645,0.000113497,--,--,--,--,--,--,--,--,--,--
Romania,distribution losses ,Europe,0.007335954,0.007435761,0.007129551,0.006674989,0.006914957,0.006142212,0.006877131,0.006295509,0.006500694,0.006146618,0.008113107,0.007407708,0.005808326,0.0055055,0.004859541,0.006060158,0.006174264,0.005614136,0.005261376,0.004928354,0.00483926,0.004998357,0.004640472,0.003311039,0.003943426,0.003837074,0.004088912,0.004006178,0.00421073,0.004136742,0.00402059,0.004002172,0.00386143,0.003736397,0.003777029,0.003753121,0.003645397,0.00355525,0.003543899,0.0032712,0.003215593,0.003394995
Russia,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,0.088405355,0.085803831,0.081979921,0.075077428,0.07256521,0.071783529,0.076050953,0.074205408,0.074199316,0.077381376,0.074663989,0.076640091,0.073109551,0.071053392,0.066877766,0.062223049,0.063974988,0.062849755,0.059775087,0.058848343,0.05832443,0.05693948,0.056715039,0.055845036,0.054871289,0.05350717,0.051788378,0.049853976,0.049551862,0.048503153
Rwanda,distribution losses ,Africa,1.49234E-05,1.43098E-05,1.76249E-05,1.88664E-05,2.04019E-05,1.84027E-05,1.79076E-05,1.82713E-05,1.81172E-05,1.62451E-05,1.61879E-05,1.47674E-05,1.28046E-05,1.07508E-05,1.07457E-05,1.01992E-05,8.66081E-06,9.76519E-06,9.36443E-06,7.07578E-06,3.79607E-05,3.96113E-05,4.16435E-05,4.16134E-05,3.37655E-05,3.53415E-05,4.10259E-05,3.91657E-05,4.33371E-05,4.41394E-05,4.21541E-05,4.81987E-05,5.35854E-05,5.00244E-05,5.48167E-05,6.49891E-05,7.77685E-05,6.58814E-05,7.6812E-05,8.40947E-05,9.53375E-05,9.7593E-05
Saint Helena,distribution losses ,Africa,2.551E-07,2.67473E-07,2.59189E-07,2.45018E-07,2.48803E-07,2.23063E-07,3.5113E-07,4.3503E-07,4.23794E-07,4.64146E-07,4.78932E-07,4.42138E-07,3.67948E-07,3.42382E-07,4.02963E-07,3.77748E-07,3.60867E-07,3.57263E-07,3.42601E-07,2.70068E-07,4.08808E-07,4.25455E-07,4.16435E-07,4.30005E-07,4.15576E-07,4.10213E-07,4.10259E-07,4.74736E-07,3.63095E-07,2.3541E-07,3.98755E-07,4.4836E-07,3.82753E-07,8.20081E-07,1.10166E-06,1.13574E-06,1.10871E-06,9.34308E-07,4.46975E-07,8.49375E-07,8.74152E-07,8.55651E-07
Saint Kitts and Nevis,distribution losses ,Central & South America,4.3367E-06,4.54705E-06,4.53581E-06,4.0428E-06,4.10526E-06,3.68055E-06,3.86243E-06,3.69776E-06,3.7082E-06,3.24902E-06,5.84297E-06,6.98578E-06,5.81358E-06,4.45096E-06,4.70123E-06,4.78481E-06,4.63113E-06,5.06123E-06,4.96772E-06,4.96925E-06,1.75203E-05,1.90721E-05,1.94336E-05,2.01131E-05,1.88308E-05,2.01951E-05,1.98913E-05,2.07697E-05,1.99117E-05,2.24817E-05,2.19315E-05,2.21938E-05,2.12154E-05,2.07548E-05,2.07558E-05,1.64045E-05,1.84188E-05,2.28748E-05,2.00888E-05,2.01274E-05,2.07391E-05,2.03002E-05
Saint Lucia,distribution losses ,Central & South America,6.88771E-06,7.75673E-06,7.38689E-06,7.84057E-06,7.96171E-06,7.58416E-06,8.19303E-06,8.15682E-06,1.0277E-05,9.00443E-06,9.38707E-06,8.75433E-06,1.05236E-05,1.09703E-05,1.14064E-05,1.16334E-05,1.1196E-05,1.19301E-05,1.26607E-05,1.30077E-05,2.23384E-05,2.24464E-05,2.38756E-05,2.43438E-05,1.95451E-05,2.08262E-05,2.06994E-05,2.05917E-05,2.11415E-05,1.97744E-05,2.05074E-05,2.08678E-05,2.02028E-05,1.79827E-05,1.78681E-05,1.573E-05,1.50584E-05,1.39536E-05,1.27147E-05,1.34139E-05,1.38216E-05,1.3529E-05
Saint Pierre and Miquelon,distribution losses ,North America,2.0408E-06,2.67473E-06,3.11027E-06,2.94022E-06,3.73205E-06,3.68055E-06,4.09652E-06,3.91527E-06,4.02604E-06,3.89883E-06,3.83146E-06,3.71396E-06,3.09077E-06,2.73905E-06,2.75358E-06,2.45536E-06,2.34564E-06,2.32221E-06,2.28401E-06,2.16054E-06,2.92005E-06,2.55199E-06,1.88784E-06,1.87954E-06,1.40257E-06,1.29375E-06,1.28672E-06,8.24854E-07,5.9735E-07,1.2359E-06,1.21335E-06,5.6045E-07,4.70239E-07,4.68314E-07,5.32201E-08,1.18448E-06,8.85128E-07,3.8633E-07,6.88041E-07,4.02547E-07,4.14781E-07,6.51973E-07
Saint Vincent/Grenadines,distribution losses ,Central & South America,3.3163E-06,3.61089E-06,3.88784E-06,3.67527E-06,4.22966E-06,4.23821E-06,4.68173E-06,4.67658E-06,4.97958E-06,4.4558E-06,4.69353E-06,4.50981E-06,4.04743E-06,4.10858E-06,4.09679E-06,4.3441E-06,4.39055E-06,4.52533E-06,4.62512E-06,4.3751E-06,8.46816E-06,7.55549E-06,7.2182E-06,6.79686E-06,6.75311E-06,7.00518E-06,6.52684E-06,6.18996E-06,6.55972E-06,6.32193E-06,5.58143E-06,5.67119E-06,5.03539E-06,5.08706E-06,5.19907E-06,4.89305E-06,5.40337E-06,4.58563E-06,5.5661E-06,4.9312E-06,5.08107E-06,5.10647E-06
Samoa,distribution losses ,Asia & Oceania,4.71935E-06,4.94826E-06,5.44297E-06,4.65534E-06,4.85167E-06,4.46127E-06,5.03286E-06,4.78533E-06,4.66173E-06,4.4558E-06,4.59775E-06,4.24453E-06,4.2682E-06,3.97163E-06,4.16395E-06,4.15523E-06,4.45069E-06,4.58488E-06,5.02482E-06,5.13129E-06,4.38008E-06,4.47461E-06,5.89949E-06,5.20167E-06,7.72712E-06,8.58293E-06,1.08159E-05,1.05629E-05,8.25748E-06,8.94558E-06,8.60172E-06,9.02324E-06,8.42056E-06,7.98262E-06,7.45081E-06,7.59953E-06,7.67452E-06,7.62493E-06,7.50818E-06,8.70509E-06,8.14009E-06,7.868E-06
Sao Tome and Principe,distribution losses ,Africa,1.14795E-06,1.20363E-06,1.42554E-06,1.3476E-06,1.86603E-06,1.67298E-06,1.63861E-06,1.63136E-06,1.58923E-06,1.39244E-06,1.4368E-06,1.32641E-06,1.10384E-06,1.02715E-06,1.20889E-06,1.1962E-06,1.20289E-06,1.25042E-06,1.2562E-06,1.40435E-06,5.69411E-06,5.79498E-06,6.59355E-06,7.00492E-06,7.66218E-06,8.14116E-06,8.08085E-06,7.71446E-06,7.9061E-06,8.53361E-06,8.71565E-06,8.74302E-06,8.74864E-06,8.51479E-06,7.77013E-06,6.34168E-06,5.98613E-06,6.09994E-06,5.92619E-06,5.98789E-06,6.16987E-06,6.03062E-06
Saudi Arabia,distribution losses ,Middle East,0.002458073,0.007202677,0.006911091,0.005607411,0.003842235,0.006421041,0.001245675,0.005066549,0.007520826,0.005881392,0.005452982,0.006157089,0.006507428,0.006604057,0.005618454,0.005357727,0.005638977,0.006826279,0.005204276,0.004374329,0.006665754,0.005556583,0.006821203,0.004856284,0.008393985,0.011725163,0.008576894,0.009310759,0.010372803,0.01057285,0.012183675,0.013175052,0.013002662,0.010652537,0.011252853,0.013246772,0.013397667,0.016481536,0.016625978,0.015626384,0.01855058,0.018954796
Senegal,distribution losses ,Africa,0.000184037,0.000200605,0.000198095,0.000185514,0.000207929,0.000205537,0.000205662,0.000239267,0.000227032,0.00024666,0.000225782,0.000218543,0.000187128,0.000174126,0.000133362,0.000163691,0.000190744,0.000185437,0.000172932,0.000205252,0.000437278,0.000470934,0.000367157,0.00055762,0.000485055,0.000484052,0.000387259,0.000299677,0.000497791,0.000285435,0.000287104,0.000277423,0.000307296,0.000315579,0.000318788,0.000330711,0.000342795,0.000341351,0.000337416,0.00033814,0.000348416,0.000341043
Serbia,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.003558684,0.003419879,0.003457015,0.003514082,0.003431572,0.003275268,0.003066944,0.002927492,0.002747753,0.002709102,0.00245994,0.002443027,0.002276236,0.002179794,0.002273521,0.002231288
Seychelles,distribution losses ,Africa,5.99486E-06,6.82057E-06,6.86851E-06,6.8605E-06,6.96649E-06,6.91497E-06,7.25669E-06,7.61303E-06,8.26398E-06,7.42633E-06,9.09971E-06,8.84276E-06,7.57973E-06,7.5324E-06,7.92494E-06,7.61792E-06,7.51806E-06,8.2766E-06,8.50793E-06,8.7502E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50974E-05,1.50666E-05,1.50955E-05,1.55543E-05,1.52251E-05
Sierra Leone,distribution losses ,Africa,2.39794E-05,2.83522E-05,2.90292E-05,2.7932E-05,3.02296E-05,1.84027E-05,1.73224E-05,1.59874E-05,1.70577E-05,1.94013E-05,2.02109E-05,1.91004E-05,1.58954E-05,1.49963E-05,1.49768E-05,5.66622E-06,8.11951E-06,5.35895E-06,5.88132E-06,3.67292E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57496E-05,3.61598E-05,3.87452E-05,3.99227E-05,3.90778E-05
Singapore,distribution losses ,Asia & Oceania,0.000614063,0.00072791,0.00076831,0.000845312,0.000927681,0.000775942,0.000909594,0.000876275,0.000897535,0.001098037,0.00123975,0.001522218,0.000794768,0.000671068,0.000750279,0.000767188,0.000797344,0.00082851,0.000831216,0.000753104,0.000840976,0.001457549,0.001578288,0.001349661,0.001407764,0.000753531,0.000660144,0.000701422,0.000621361,0.000780973,0.001298232,0.000654605,0.000469692,0.000586988,0.00053433,0.00046593,0.000503449,0.000331678,0.000285973,0.000287235,0.000259503,0.000287722
Slovakia,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,0.001486916,0.001573474,0.001568554,0.001380746,0.001802478,0.001698323,0.001412069,0.001281904,0.000972677,0.000769016,0.001344806,0.000855827,0.001064662,0.000869624,0.000856898,0.000587394,0.000460226,0.00048762,0.000288632,0.00069661,0.000404453,0.000354978,0.000714356,0.000681497,0.000642019,0.000620241,0.00085491,0.00082386,0.0009536
Slovenia,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,0.000695948,0.000652482,0.000514257,0.000619687,0.000623784,0.00058438,0.000621577,0.000516216,0.000592041,0.000534752,0.000511521,0.000593684,0.000567521,0.000601436,0.000536444,0.000514495,0.000475537,0.000525553,0.000559396,0.000461811,0.000478441,0.000451284,0.000436937,0.000452827,0.000448192,0.000454085,0.0004418,0.000431907,0.00044006,0.000433492
Solomon Islands,distribution losses ,Asia & Oceania,2.551E-06,3.20968E-06,3.11027E-06,2.94022E-06,3.23444E-06,3.01136E-06,3.27721E-06,3.04521E-06,2.96656E-06,2.59922E-06,2.87359E-06,2.65283E-06,2.20769E-06,2.05429E-06,2.01481E-06,2.07761E-06,2.28549E-06,2.50084E-06,2.68371E-06,2.80871E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60827E-06,8.03551E-06,9.05731E-06,9.33258E-06,9.60487E-06
Somalia,distribution losses ,Africa,1.44132E-05,1.00303E-05,1.03676E-05,1.22509E-05,1.6421E-05,2.31986E-05,2.78563E-05,2.61018E-05,2.56395E-05,2.25575E-05,2.35635E-05,2.20185E-05,1.83238E-05,1.7256E-05,1.71259E-05,1.61173E-05,1.55774E-05,1.54219E-05,1.48461E-05,1.40975E-05,0,8.06897E-06,7.63464E-06,9.70979E-06,9.09072E-06,1.51463E-05,1.86481E-05,1.8396E-05,1.75691E-05,1.88328E-05,1.82288E-05,1.84948E-05,1.90556E-05,1.96106E-05,1.96968E-05,1.94863E-05,2.21026E-05,2.38813E-05,8.66329E-06,8.17674E-06,7.89122E-06,7.77336E-06
South Africa,distribution losses ,Africa,0.01376448,0.015360616,0.01601233,0.016403952,0.014873111,0.013721589,0.010273059,0.012412345,0.011781467,0.01163017,0.01364956,0.013864188,0.012650062,0.012481286,0.013461839,0.010371883,0.013140716,0.013689985,0.013487069,0.01297252,0.012448923,0.011920796,0.009591882,0.013268432,0.015652279,0.012975368,0.013593861,0.013065327,0.013156336,0.014289385,0.013938197,0.012328773,0.012150217,0.011435366,0.011144284,0.010427083,0.010948471,0.010892972,0.011418966,0.01152493,0.013424401,0.013155712
South Korea,distribution losses ,Asia & Oceania,0.004387724,0.004921511,0.004998646,0.005817426,0.005848657,0.005292977,0.004845593,0.004671914,0.005357964,0.00630708,0.004971313,0.00345373,0.00265974,0.008013692,0.007168902,0.007959691,0.009025113,0.009310108,0.010240515,0.007768697,0.0090894,0.008868526,0.009650183,0.007651317,0.008307623,0.008663709,0.009067339,0.009106029,0.00943227,0.009869563,0.010273204,0.009768854,0.009454818,0.009744588,0.009723528,0.009423007,0.009452371,0.009551542,0.009131902,0.009560738,0.009648838,0.009964225
South Sudan,distribution losses ,Africa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.42165E-05,1.43687E-05,1.49016E-05,1.41509E-05,1.17676E-05,1.20687E-05,1.10518E-05,1.12582E-05,1.16232E-05,1.13763E-05
Spain,distribution losses ,Europe,0.018159493,0.017041878,0.019565072,0.018399099,0.019675016,0.018861609,0.020022768,0.018898957,0.020431401,0.016438722,0.019206539,0.018366417,0.015605212,0.014524817,0.014540244,0.014353527,0.013401056,0.011992134,0.015048352,0.015029666,0.014064443,0.013189824,0.013358535,0.015623751,0.015629552,0.016383295,0.015617804,0.015120934,0.015115291,0.014386492,0.015608411,0.014586825,0.014038829,0.014205867,0.014046375,0.013893518,0.01367088,0.012109911,0.012854812,0.012473935,0.013289078,0.013351878
Sri Lanka,distribution losses ,Asia & Oceania,0.000442781,0.000643847,0.00067204,0.000530289,0.000666438,0.000622984,0.000683867,0.000655653,0.000629636,0.00065113,0.000719766,0.00077311,0.000624461,0.000691611,0.000742603,0.000778881,0.000665026,0.000765564,0.000862213,0.000983819,0.00107166,0.000939668,0.000908522,0.001001496,0.000886346,0.000949171,0.000970324,0.000926329,0.000869085,0.000842179,0.00084707,0.000793036,0.000651773,0.000639142,0.000758918,0.000484798,0.0005101,0.000420535,0.000706854,0.000690362,0.00077587,0.000759449
Sudan,distribution losses ,Africa,0.000209547,0.000322879,0.000340648,0.000238017,5.68693E-05,0.000277236,0.000234087,0.000212854,0.000392009,0.000384578,0.000318832,0.000501511,0.000356384,0.000406945,0.00049315,0.000452398,0.000559344,0.000672846,0.000499219,0.0002855,0.000229954,0.000644784,0.000517767,0.000561087,0.000616871,0.000494781,0.000649576,0.000698455,0.000706864,0.000837471,0.000824853,0.000973501,0.000980941,0.001258593,0.001331566,0.001504183,0.001550253,0.001596152,0.00152057,0.001635362,0.001659126,0.001702131
Suriname,distribution losses ,Central & South America,0.000142127,0.000133737,0.000135149,0.000129509,0.00011907,8.92254E-05,0.000103667,7.45766E-05,9.83807E-05,0.000122004,0.000124522,0.000149064,0.000125102,0.000117388,0.000115132,0.000107928,0.000100527,0.000101225,9.62546E-05,9.25947E-05,7.66514E-05,8.14232E-05,8.3981E-05,8.32268E-05,8.24659E-05,8.64604E-05,8.57814E-05,8.30788E-05,9.08323E-05,9.2163E-05,8.37386E-05,9.84038E-05,9.70661E-05,0.000104626,0.000100905,0.000126684,0.00011082,0.000110231,0.000214021,0.000227651,0.000233315,0.000228377
Sweden,distribution losses ,Europe,0.015085535,0.015658658,0.015086655,0.016286694,0.017906735,0.017191819,0.016101817,0.015796259,0.014405961,0.012520004,0.012600015,0.011119142,0.010059706,0.009807773,0.00868481,0.009058758,0.008888499,0.008690001,0.008766514,0.007977035,0.007895097,0.008659467,0.00824888,0.007398169,0.007106998,0.007388891,0.006753107,0.006324076,0.006434394,0.005832871,0.006016074,0.005939086,0.005992816,0.005323342,0.003903693,0.003662451,0.004384198,0.004826579,0.005291887,0.005455523,0.004476528,0.004538099
Switzerland,distribution losses ,Europe,0.005827218,0.006140426,0.005915065,0.005700168,0.005949955,0.005487361,0.005827085,0.005517116,0.005404884,0.004333797,0.00503289,0.004713192,0.004035867,0.0037887,0.003393523,0.003299899,0.00344628,0.00348842,0.003514926,0.00307183,0.002983566,0.003077943,0.002890752,0.002905309,0.002755788,0.002668912,0.002606386,0.002505419,0.002508869,0.002464742,0.00249051,0.002511375,0.00250211,0.002482062,0.002487506,0.00237944,0.002279844,0.002317324,0.00212356,0.002087704,0.002214842,0.002266864
Syria,distribution losses ,Middle East,0.001291901,0.001578093,0.001701391,0.00176938,0.001967324,0.00187214,0.00190279,0.001786731,0.00341154,0.003018274,0.004157129,0.004043669,0.003469227,0.003242845,0.004508387,0.004208293,0.004436087,0.004796683,0.005065604,0.005089623,0.005651036,0.005522106,0.004815375,0.00467804,0.004294068,0.004270638,0.004469334,0.005001343,0.005133694,0.005442679,0.005612192,0.004976233,0.003770116,0.002801367,0.002400225,0.001986361,0.001977468,0.001929467,0.001906056,0.001862177,0.001918364,0.001877764
Taiwan,distribution losses ,Asia & Oceania,0.005076495,0.005005574,0.004915336,0.005421897,0.005674494,0.004577581,0.004910803,0.005751721,0.005880139,0.006381343,0.007327659,0.007271277,0.006222531,0.005786254,0.006173967,0.006366854,0.006578091,0.005865921,0.007178312,0.006487032,0.006027486,0.005945922,0.006111146,0.00606938,0.005803207,0.005702632,0.005929281,0.005690986,0.005027202,0.005539963,0.005504764,0.005687805,0.005118138,0.003858761,0.004768415,0.004269759,0.004443324,0.00448717,0.004620642,0.004520616,0.004916205,0.004474048
Tajikistan,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,0.001261537,0.002148202,0.002067583,0.001456129,0.001513064,0.001659573,0.001707296,0.001712231,0.001564419,0.001605724,0.001617849,0.001752618,0.001594123,0.001732994,0.001706303,0.001752963,0.001748127,0.001235314,0.001327285,0.001272781,0.001336901,0.001345337,0.001492291,0.001399362,0.001404949,0.001466019,0.001445388,0.001222234,0.001321597,0.001330235
Tanzania,distribution losses ,Africa,0.000196792,0.000191052,0.000227716,0.00027477,0.000346548,0.000363275,0.000396275,0.0005065,0.000479795,0.000474755,0.000444723,0.000497721,0.00039423,0.000438249,0.000331965,0.00022485,0.000140051,0.00010888,0.000193325,0.000439053,0.000399317,0.000495141,0.000322043,0.000160905,0.000259735,0.000343317,0.000574362,0.000544166,0.000484322,0.000992253,0.000595854,0.000649561,0.000573036,0.000606679,0.000604048,0.000586998,0.000572519,0.000578478,0.000475381,0.000527911,0.000575509,0.000553676
Thailand,distribution losses ,Asia & Oceania,0.002583801,0.003146634,0.003047323,0.003533509,0.004009289,0.004238206,0.004031306,0.00460666,0.005015902,0.004945143,0.006384847,0.006830402,0.006193095,0.005055513,0.006588443,0.005850598,0.006508495,0.006862005,0.006381356,0.005780997,0.005540803,0.006912169,0.005494164,0.005931297,0.006481037,0.006762211,0.006949534,0.005499816,0.005243794,0.005164895,0.005765428,0.006071352,0.005195597,0.005502685,0.005612057,0.006175013,0.006254734,0.006059276,0.006480641,0.006685305,0.006726199,0.006583847
The Bahamas,distribution losses ,Central & South America,0.000101913,9.5488E-05,9.8751E-05,0.000100335,0.000101263,9.43558E-05,9.96039E-05,9.27702E-05,9.05859E-05,8.07614E-05,8.55372E-05,9.43523E-05,8.05807E-05,7.8337E-05,8.06597E-05,7.42275E-05,7.29553E-05,7.63352E-05,7.95406E-05,7.90759E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54106E-05,7.40911E-05,7.77715E-05,7.54903E-05
Timor-Leste,distribution losses ,Asia & Oceania,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.32268E-06,9.09072E-06,8.83537E-06,8.70246E-06,1.06816E-05,1.2884E-05,1.53016E-05,1.59502E-05,1.56926E-05,1.42165E-05,3.19305E-05,3.72541E-05,3.93079E-05,4.09308E-05,4.32079E-05,4.51998E-05,5.1828E-05,5.18477E-05,5.38679E-05
Togo,distribution losses ,Africa,2.91543E-05,3.43894E-05,3.7027E-05,3.32524E-05,3.90977E-05,3.66461E-05,4.01291E-05,4.03957E-05,4.08658E-05,3.97839E-05,4.51564E-05,5.17933E-05,3.04871E-05,2.9347E-05,3.7418E-05,2.87808E-05,2.74946E-05,2.63694E-05,2.44715E-05,1.46608E-05,2.62805E-05,6.03705E-05,5.37201E-05,6.07556E-05,5.64924E-05,6.4372E-05,6.29063E-05,7.16258E-05,7.81825E-05,8.12753E-05,9.20554E-05,9.11291E-05,8.97829E-05,9.74412E-05,9.87765E-05,9.63306E-05,9.6392E-05,6.15078E-05,9.89373E-05,0.000105419,0.000103695,0.000101501
Tonga,distribution losses ,Asia & Oceania,1.14795E-06,1.60484E-06,1.55513E-06,1.47011E-06,1.49282E-06,1.33838E-06,1.40452E-06,1.74012E-06,2.11897E-06,1.94941E-06,2.20309E-06,2.12226E-06,1.83974E-06,1.71191E-06,1.81333E-06,1.76282E-06,1.92462E-06,2.02449E-06,1.99851E-06,1.78245E-06,3.65007E-06,2.93417E-06,2.77623E-06,2.77423E-06,2.59735E-06,5.04878E-06,4.97283E-06,4.74736E-06,4.6851E-06,4.77882E-06,4.11287E-06,3.69336E-06,3.09483E-06,2.62096E-06,2.52423E-06,2.54715E-06,2.51878E-06,2.89747E-06,2.86265E-06,2.96879E-06,3.05901E-06,2.99427E-06
Trinidad and Tobago,distribution losses ,Central & South America,0.000444603,0.00040121,0.000281405,0.000570542,0.00063978,0.000648477,0.00056348,0.000579522,0.000496444,0.000493321,0.000409145,0.000584886,0.000477281,0.000308144,0.000439421,0.000373251,0.000386643,0.000341101,0.00034097,0.000330255,0.000291275,0.000313956,0.000297057,0.00021639,0.000238956,0.000245497,0.00017032,0.000150729,0.000131183,0.000171261,0.000150957,0.000136189,0.000130683,0.000124529,0.000130389,0.000129978,0.000129444,0.000139721,0.000213849,0.000213401,0.00021919,0.000214551
Tunisia,distribution losses ,Africa,0.000650506,0.000758478,0.0007535,0.000799809,0.000918795,0.000871541,0.000886185,0.000804806,0.000855155,0.000759873,0.000822395,0.000789532,0.000682281,0.00067596,0.000685037,0.000682645,0.000685647,0.000746,0.000785536,0.000802488,0.000815425,0.00092573,0.000873125,0.00096335,0.001001928,0.001077284,0.001099618,0.001109695,0.001156047,0.001107604,0.001067524,0.001263814,0.001496564,0.001440596,0.001512515,0.001659319,0.001561509,0.001782708,0.001799955,0.001832093,0.001931326,0.001961357
Turkey,distribution losses ,Europe,0.005145736,0.005599747,0.00614093,0.005988939,0.006646605,0.00628561,0.009107642,0.008573203,0.009547468,0.008284341,0.009142126,0.009551446,0.009456271,0.010028854,0.011361635,0.012383841,0.013621872,0.015806344,0.016962841,0.01662461,0.017342204,0.017112808,0.016610197,0.016681425,0.01509255,0.015174112,0.015421998,0.015812861,0.016093891,0.017061926,0.017215963,0.018141198,0.019496885,0.019761768,0.019867587,0.019144533,0.018219839,0.017618396,0.015887711,0.015742352,0.015226523,0.01572773
Turkmenistan,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,0.001151152,0.001151381,0.000938328,0.001084677,0.000971763,0.000795336,0.001025357,0.000891996,0.001022749,0.001093712,0.001040393,0.001018141,0.001056472,0.001118305,0.001131941,0.001155982,0.001214026,0.001230606,0.001212785,0.001225704,0.001220435,0.00126764,0.001353919,0.001515714,0.001479648,0.001470086,0.001452419,0.001455209,0.001499435,0.001506525
