Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bhutan,net generation,Asia & Oceania,0.016,0.02,0.022,0.022,0.02,0.011,0.304,1.17,1.532,1.533,1.548,1.561,1.605,1.605,1.659,1.716,1.853,1.821,1.784,1.783,1.793,1.9211,2.178,2.504,2.33,2.621,4.475,6.496,6.892,6.929,7.256,6.976,6.746,7.532,7.15001,7.73202,7.88001,7.65127,6.89004,8.95104,8.951037979,9.001040409
Bhutan,net consumption,Asia & Oceania,0.01988,0.0246,0.02746,0.02446,0.0276,0.03123,0.03772,0.0431,0.03876,0.04469,0.04764,0.05673,0.05065,0.07565,0.09087,0.12488,0.24529,0.38853,0.31412,0.29419,0.4,0.46904,0.5484,0.5543,0.5968,0.8078,1.86295,0.99431,0.96725,1.57314,1.78881,1.71986,1.82483,2.00423,2.08138,2.06929,1.93831,1.98431,2.25854,2.37475,2.524977979,3.268873742
Bhutan,net imports ,Asia & Oceania,0.005,0.006,0.007,0.004,0.009,0.021,-0.245,-1.045,-1.386,-1.381,-1.392,-1.395,-1.442,-1.417,-1.452,-1.471,-1.478,-1.305,-1.345,-1.364,-1.378,-1.384,-1.537,-1.827,-1.603,-1.696,-2.491,-5.351,-5.913,-5.341,-5.448,-5.233,-4.837,-5.445,-4.988,-5.596,-5.676,-5.609,-4.447,-6.05023,-5.9,-5.206106667
Bhutan,distribution losses ,Asia & Oceania,0.00112,0.0014,0.00154,0.00154,0.0014,0.00077,0.02128,0.0819,0.10724,0.10731,0.10836,0.10927,0.11235,0.11235,0.11613,0.12012,0.12971,0.12747,0.12488,0.12481,0.015,0.06806,0.0926,0.1227,0.1302,0.1172,0.12105,0.15069,0.01175,0.01486,0.01919,0.02314,0.08417,0.08277,0.08063,0.06673,0.2657,0.05796,0.1845,0.52606,0.52606,0.52606
Brunei,net generation,Asia & Oceania,0.439,0.479,0.534,0.682,0.781,0.852,0.901,0.938,1.047,1.089,1.163,1.256,1.324,1.454,1.563,1.848,1.996,2.263,2.353,2.288,2.39042,2.42426,2.53894,2.99954,3.06816,3.06816,3.10012,3.1913,3.21762,3.39528,3.56448,3.49962,3.69432,4.138,4.23576,3.94712,4.01386,3.9077,4.03648,4.63714,4.402896567,4.684993947
Brunei,net consumption,Asia & Oceania,0.424,0.459,0.51,0.653,0.749,0.819,0.867,0.892,0.998,1.038,1.11,1.178,1.237,1.39,1.515,1.779,1.953,2.234,2.324,2.26,2.36142,2.11726,2.19894,2.60754,2.94616,2.89416,2.92412,3.0263,3.05362,3.17728,3.19648,3.23262,3.45132,3.729,3.94676,3.67812,3.77086,3.4267,3.55548,4.14014,3.963896567,4.245993947
Brunei,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,distribution losses ,Asia & Oceania,0.015,0.02,0.024,0.029,0.032,0.033,0.034,0.046,0.049,0.051,0.053,0.078,0.087,0.064,0.048,0.069,0.043,0.029,0.029,0.028,0.029,0.307,0.34,0.392,0.122,0.174,0.176,0.165,0.164,0.218,0.368,0.267,0.243,0.409,0.289,0.269,0.243,0.481,0.481,0.497,0.439,0.439
Myanmar,net generation,Asia & Oceania,1.435,1.352,1.502,1.622,1.823,2.038,2.157,2.226,2.14,2.402,2.389,2.579,2.892,3.267,3.459,3.894,3.79,4.261,3.939,4.413,4.90544,4.49898,4.98958,5.377,5.39294,5.80686,5.96266,6.1982,6.42994,6.81052,7.34832,9.6556,10.67104,12.16856,13.98332,15.71874,17.54162,20.46026,22.37986,23.73348,23.56005187,22.3615952
Myanmar,net consumption,Asia & Oceania,1.11,1.022,1.102,1.139,1.246,1.514,1.538,1.571,1.417,1.546,1.734,1.614,1.771,2.055,2.207,2.349,2.407,2.719,2.759,2.919,3.30344,3.03898,3.40558,3.801,3.69394,3.45486,4.15366,4.2382,4.50894,4.83952,5.03532,6.9476,7.96104,9.53356,11.08232,13.14574,12.77562,16.18499,17.988794,19.05268,18.63952487,17.31460198
Myanmar,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.381,-1.393,-1.431,-1.276,-1.341,-1.341
Myanmar,distribution losses ,Asia & Oceania,0.325,0.33,0.4,0.483,0.577,0.524,0.619,0.655,0.723,0.856,0.655,0.965,1.121,1.212,1.252,1.545,1.383,1.542,1.18,1.494,1.602,1.46,1.584,1.576,1.699,2.352,1.809,1.96,1.921,1.971,2.313,2.708,2.71,2.635,2.901,2.573,2.385,2.88227,2.960066,3.4048,3.579527,3.705993214
Cambodia,net generation,Asia & Oceania,0.096,0.103,0.107,0.101,0.096,0.106,0.115,0.125,0.135,0.143,0.153,0.158,0.166,0.172,0.179,0.285,0.292,0.323,0.358,0.397,0.46718,0.50852,0.68612,0.71386,0.75692,0.9097,1.10934,1.40356,1.39398,1.17142,0.9296,0.9922,1.37266,1.72742,2.9839,4.25994,5.4275,6.76582,7.96357,8.45234,8.444186041,8.694232326
Cambodia,net consumption,Asia & Oceania,0.08928,0.09579,0.09951,0.09393,0.08928,0.09858,0.10695,0.11625,0.12555,0.13299,0.14229,0.14694,0.15438,0.15996,0.16647,0.206,0.238,0.25,0.275,0.284,0.38218,0.38652,0.59712,0.63486,0.60492,0.8317,1.02134,1.29056,1.50598,1.71842,2.1906,2.5222,3.21566,3.50742,4.0699,4.99694,6.0735,6.87582,8.44057,10.15534,10.95518604,10.90708477
Cambodia,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.007,0.013,0.018,0.029,0.054,0.103,0.276,0.725,1.547,1.826,2.105,2.279,1.803,1.547,1.582,1.442,1.567,3.063,3.82,3.605209587
Cambodia,distribution losses ,Asia & Oceania,0.00672,0.00721,0.00749,0.00707,0.00672,0.00742,0.00805,0.00875,0.00945,0.01001,0.01071,0.01106,0.01162,0.01204,0.01253,0.079,0.054,0.073,0.083,0.113,0.085,0.124,0.096,0.092,0.17,0.107,0.142,0.216,0.164,0.178,0.286,0.296,0.262,0.499,0.717,0.81,0.936,1.332,1.09,1.36,1.309,1.392357143
China,net generation,Asia & Oceania,285.474,294.017,311.758,334.636,358.72,390.678,427.349,472.472,517.849,555.538,590.346,643.116,716.04,795.733,880.411,956.307,1005.499,1070.225,1103.697,1172.261,1280.613,1426.677,1584.671,1810.261,2103.526,2373.002,2716.712,3108.028,3297.443,3527.305,3986.89162,4465.47856,4740.27258,5171.54802,5400.11356,5584.765637,5904.640151,6389.805784,6800.815757,7152.505896,7455.467185,8151.518231
China,net consumption,Asia & Oceania,261.492,268.754,285.858,307.606,330.13,351.318,385.299,425.192,466.479,498.708,549.342,597.204,666.142,738.807,818.535,876.577,920.966,983.495,1017.457,1076.767,1178.033,1314.783,1459.429,1676.829,1955.39,2196.172,2523.947,2891.542,3070.853,3290.103,3716.55362,4182.66356,4439.87758,4846.24602,5078.71756,5273.535637,5585.625151,6057.175784,6450.426757,6802.698896,7115.077185,7805.656341
China,net imports ,Asia & Oceania,0.308,0.237,0.33,0.43,0.77,1.07,1.17,1.26,1.47,1.51,1.84,2.85,4.72,4.055,-2.263,-5.27,-7.576,-7.962,-7.057,-9.284,-8.754,-8.6,-8.404,-7.364,-6.076,-6.183,-6.882,-10.315,-12.802,-11.38,-13.514,-12.745,-10.779,-11.231,-11.408,-12.444,-12.722,-13.047,-15.218,-16.797,-17.042,-17.70071929
China,distribution losses ,Asia & Oceania,24.29,25.5,26.23,27.46,29.36,40.43,43.22,48.54,52.84,58.34,42.844,48.762,54.618,60.981,59.613,74.46,76.957,78.768,79.183,86.21,93.826,103.294,116.838,126.068,142.06,170.647,185.883,206.171,213.788,225.822,256.824,270.07,289.616,314.071,309.988,298.786,306.293,319.583,335.171,333.01,323.348,328.1611713
Fiji,net generation,Asia & Oceania,0.29,0.297,0.303,0.311,0.379,0.387,0.412,0.423,0.414,0.426,0.478,0.483,0.481,0.491,0.529,0.553,0.554,0.56002,0.556022,0.59995,0.6311,0.6741,0.7111,0.7231,0.7531,0.7871,0.8481,0.8591,0.8741,0.8611,0.8983,0.8691,0.86,0.892,0.911496,0.955385,0.958025,1.047409,1.096093,1.13913172,1.106664,1.134208817
Fiji,net consumption,Asia & Oceania,0.2697,0.27621,0.28179,0.28923,0.35247,0.35991,0.38316,0.39339,0.38502,0.39618,0.44454,0.44919,0.44733,0.45663,0.49197,0.51429,0.51522,0.5208186,0.51710046,0.5579535,0.6311,0.6741,0.7111,0.7231,0.7531,0.7871,0.8481,0.8591,0.8741,0.8611,0.8983,0.8691,0.86,0.892,0.911496,0.955385,0.958025,1.047409,1.010093,1.04913172,1.004664,1.027828785
Fiji,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,distribution losses ,Asia & Oceania,0.0203,0.02079,0.02121,0.02177,0.02653,0.02709,0.02884,0.02961,0.02898,0.02982,0.03346,0.03381,0.03367,0.03437,0.03703,0.03871,0.03878,0.0392014,0.03892154,0.0419965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.09,0.102,0.106380032
Guam,net generation,Asia & Oceania,1.077,1.044,1.03,0.917,0.94,0.950804,0.991716,1.061857,1.159295,1.238688,1.286446,1.393476,1.4318,1.579283,1.668871,1.618677,1.73498,1.745462,1.765999,1.814,1.8497605,1.85,1.633,1.684,1.775,1.793,1.789384,1.767374,1.764301,1.7551,1.7582,1.7342,1.6846,1.674,1.625618,1.65388,1.722343,1.757632,1.724962,1.768962,1.699862,1.81919124
Guam,net consumption,Asia & Oceania,1.00161,0.97092,0.9579,0.85281,0.8742,0.88424772,0.92229588,0.98752701,1.07814435,1.15197984,1.19639478,1.29593268,1.331574,1.46873319,1.55205003,1.50536961,1.6135314,1.62327966,1.64237907,1.68702,1.7408605,1.7365,1.533,1.5268,1.5888,1.6353,1.643984,1.628074,1.626001,1.6169,1.6265,1.6142,1.4706,1.5734,1.541218,1.57458,1.641443,1.673732,1.640062,1.680562,1.606262,1.729080013
Guam,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,distribution losses ,Asia & Oceania,0.07539,0.07308,0.0721,0.06419,0.0658,0.06655628,0.06942012,0.07432999,0.08115065,0.08670816,0.09005122,0.09754332,0.100226,0.11054981,0.11682097,0.11330739,0.1214486,0.12218234,0.12361993,0.12698,0.1089,0.1135,0.1,0.1572,0.1862,0.1577,0.1454,0.1393,0.1383,0.1382,0.1317,0.12,0.214,0.1006,0.0844,0.0793,0.0809,0.0839,0.0849,0.0884,0.0936,0.090111227
Hong Kong,net generation,Asia & Oceania,11.845,12.46,13.582,15.493,16.848,18.081,20.127,22.328,23.978,25.721,27.202,29.899,32.813,33.793,25.138,26.241,26.735,27.208,29.532,27.728,29.451,30.486,32.255,33.378,34.904,36.141,36.297,36.612,35.7116,36.406,36.03736,36.73332,36.47282,36.75922,37.46182,35.72556,36.00876,34.84592,34.415,34.744,33.1379,35.25172134
Hong Kong,net consumption,Asia & Oceania,10.13,10.724,11.526,13.055,13.971,14.774,16.382,20.033,21.387,20.746,22.099,23.409,24.053,25.469,23.079,26.51,29.75,30.508,32.224,32.329,36.95,37.822,38.67,39.096,39.902,40.799,40.918,41.648,41.152097,41.721,42.10836,42.50032,43.64982,43.26222,44.58982,44.43456,44.64176,44.33592,44.793,45.4,44.215767,46.32022044
Hong Kong,net imports ,Asia & Oceania,-0.308,-0.237,-0.272,-0.368,-0.74,-1.05,-1.208,-1.362,-1.44,-1.77,-1.797,-3.06,-4.963,-4.155,1.995,4.392,7.069,7.317,6.41,8.367,9.023,8.819,8.007,7.389,6.75,6.503,6.369,6.924,7.248497,7.232,7.902,7.778,9.318,8.319,9.062,10.555,10.416,11.235,12.043,12.382,12.7,12.555
Hong Kong,distribution losses ,Asia & Oceania,1.407,1.499,1.784,2.07,2.137,2.257,2.537,0.933,1.151,3.205,3.306,3.43,3.797,4.169,4.054,4.123,4.054,4.017,3.718,3.766,1.524,1.483,1.592,1.671,1.752,1.845,1.748,1.888,1.808,1.917,1.831,2.011,2.141,1.816,1.934,1.846,1.783,1.745,1.665,1.726,1.622133,1.486500904
India,net generation,Asia & Oceania,119.26,131.12,139.41,144.987,161.739,174.93,191.896,208.235,229.432,255.104,275.495,300.311,315.973,339.346877,366.118,396.074,412.682,441.169,470.765,504.536,537.652,556.822982,582.345,614.472,644.833,675.277,728.494,762.81,803.85,866.998,916.49978,1044.99438,1099.30308,1164.907617,1269.695749,1334.308704,1411.83407,1490.129117,1586.861183,1615.893536,1581.26851,1702.094
India,net consumption,Asia & Oceania,97.898,107.442,113.695,117.213,130.42,140.645,154.717,166.86,185.924,202.681,219.879,240.203,255.687,275.674877,297.98,318.336,323.097,344.504,360.501,365.536,383.924,391.979982,420.808,442.127,470.993,496.732,548.192,580.237,629.04,680.088,727.51078,841.71238,891.71308,946.3276169,1041.945749,1093.537704,1161.54307,1228.624117,1312.596163,1342.052063,1328.658815,1442.750051
India,net imports ,Asia & Oceania,-0.037,-0.089,-0.072,-0.085,-0.105,-0.091,0.103,0.855,0.998,0.837,0.905,1.33,1.279,1.339,1.43,1.625,1.52,1.254,1.22,1.163,1.345,1.268,1.345,1.69,1.695,1.554,2.741,4.94,5.511,5.301,5.548,5.118,4.641,3.947,0.575,0.094,-1.093,-2.131,-4.098,-3.14,-0.108,-1.880918965
India,distribution losses ,Asia & Oceania,21.325,23.589,25.643,27.689,31.214,34.194,37.282,42.23,44.506,53.26,56.521,61.438,61.565,65.011,69.568,79.363,91.105,97.919,111.484,140.163,155.073,166.111,162.882,174.035,175.535,180.099,183.043,187.513,180.321,192.211,194.537,208.4,212.231,222.527,228.325,240.865,249.198,259.374,270.16702,270.701473,252.501695,257.4630304
Indonesia,net generation,Asia & Oceania,12.786,15.362,17.661,18.281,20.088,26.396,30.27,32.034,36.555,36.974,43.071,45.968,48.767,52.029,57.781,56.956,64.049,73.011,74.828,80.728,88.51896,96.1244,102.5959,108.43152,113.83622,121.012,126.692,135.85402,142.4764,148.5201,161.00948,173.7327,198.04872,213.68536,224.07946,230.15088,243.41434,252.51352,268.63774,279.11268,289.742955,306.572439
Indonesia,net consumption,Asia & Oceania,11.299,13.363,15.472,15.553,17.132,23.126,26.952,28.869,32.282,32.563,38.497,40.544,43.803,47.548,51.31,50.082,56.852,64.216,66.045,71.008,77.66996,82.9794,85.0239,88.86252,99.59422,106.775,111.956,120.61502,127.3824,133.47336,145.0577,157.06324,180.20471,192.98739,202.66545,208.10663,221.40104,232.14794,247.269816,254.669125,266.032579,281.5298376
Indonesia,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0.00222,0.00254,0.00299,0.00303,0.00899,0.01275,0.6927,1.11947,1.49589,1.68312,1.553,0.97273
Indonesia,distribution losses ,Asia & Oceania,1.487,1.999,2.189,2.728,2.956,3.27,3.318,3.165,4.273,4.411,4.574,5.424,4.964,4.481,6.471,6.874,7.197,8.795,8.783,9.72,10.849,13.145,17.572,19.569,14.242,14.237,14.736,15.239,15.094,15.048,15.954,16.672,17.847,20.701,21.423,22.057,22.706,21.48505,22.863814,26.126675,25.263376,26.01533143
Japan,net generation,Asia & Oceania,546.764,546.029,553.199,586.835,618.331,638.364,643.521,693.668,725.328,763.506,813.348,840.404,848.558,856.06,911.02,935.922,955.00903,985.076,991.287,996.945,983.184,965.017,982.598,973.485,1001.921,1011.127,1028.619,1069.041,1003.209,974.935,1079.223897,1044.066672,1043.550711,1027.427071,1027.238336,1003.029903,1002.320654,1005.866632,1008.910122,988.9822695,960.7846955,954.8569816
Japan,net consumption,Asia & Oceania,521.374,522.127,528.362,560.357,593.94,609.764,614.442,663.17,695.604,731.602,772.584,797.667,805.674,813.417,866.555,890.385,910.51003,937.534,943.324,949.515,936.235,919.667,932.99,923.699,953.059,962.937,980.61,1020.313,954.104,926.602,1032.074897,997.232672,1000.306711,979.909071,983.904336,962.442903,956.720654,965.224223,963.9000025,944.8867835,914.5201395,913.0781497
Japan,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,distribution losses ,Asia & Oceania,25.39,23.902,24.837,26.478,24.391,28.6,29.079,30.498,29.724,31.904,40.764,42.737,42.884,42.643,44.465,45.537,44.499,47.542,47.963,47.43,46.949,45.35,49.608,49.786,48.862,48.19,48.009,48.728,49.105,48.333,47.149,46.834,43.244,47.518,43.334,40.587,45.6,40.642409,45.010119,44.095486,46.264556,41.7788319
Kiribati,net generation,Asia & Oceania,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.01,0.01,0.012,0.013,0.011,0.013,0.016,0.019,0.0214,0.0224,0.0224,0.0215,0.0215,0.0237,0.0247,0.0248,0.0248,0.025273,0.027902,0.029837,0.029837,0.029837,0.029837,0.032037,0.0337778
Kiribati,net consumption,Asia & Oceania,0.00465,0.00465,0.00465,0.00465,0.00558,0.00558,0.00558,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.0093,0.0093,0.01116,0.01209,0.01023,0.01209,0.016,0.019,0.0184,0.0194,0.0194,0.0185,0.0185,0.0203,0.0212,0.0203,0.02,0.021073,0.023402,0.025337,0.025337,0.025237,0.025137,0.027337,0.0290778
Kiribati,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,distribution losses ,Asia & Oceania,0.00035,0.00035,0.00035,0.00035,0.00042,0.00042,0.00042,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.0007,0.0007,0.00084,0.00091,0.00077,0.00091,0,0,0.003,0.003,0.003,0.003,0.003,0.0034,0.0035,0.0045,0.0048,0.0042,0.0045,0.0045,0.0045,0.0046,0.0047,0.0047,0.0047
Laos,net generation,Asia & Oceania,0.968,1.139,1.188,1.061,0.978,0.895,0.857,0.569,0.525,0.699,0.859,0.918,0.898,0.907,0.889,1.073,1.229,1.204,1.967,2.569,3.623,3.645,3.55,3.131,2.998,3.51,3.6,3.37,3.72,3.37,8.365,12.839,12.9264,15.361,15.131,16.03146,25.01925,30.40938,33.68986,30.54864,39.2867,39.9708168
Laos,net consumption,Asia & Oceania,0.17324,0.32827,0.36584,0.31073,0.22154,0.23635,0.23001,0.26017,0.23425,0.29407,0.29187,0.21774,0.23814,0.28851,0.21477,0.33589,0.41297,0.434,0.501,0.553,0.60776,0.70943,0.77467,0.864,0.53517,0.988,1.41,1.61,1.925,2.267,2.358,2.425,2.9444,3.232,3.648,3.96746,4.37225,3.759248,4.284086,5.517933,7.022364,6.065839386
Laos,net imports ,Asia & Oceania,-0.727,-0.731,-0.739,-0.676,-0.688,-0.596,-0.567,-0.269,-0.254,-0.356,-0.507,-0.636,-0.597,-0.555,-0.612,-0.662,-0.73,-0.68572,-1.32831,-1.83617,-2.82939,-2.67985,-2.5355,-2.02783,-2.16507,-2.2,-1.86,-1.44,-1.465,-0.741,-5.436,-9.765,-9.034,-11.222,-10.377,-9.499,-18.788,-24.401,-26.914,-22.769,-29.37,-31.15037415
Laos,distribution losses ,Asia & Oceania,0.06776,0.07973,0.08316,0.07427,0.06846,0.06265,0.05999,0.03983,0.03675,0.04893,0.06013,0.06426,0.06286,0.06349,0.06223,0.07511,0.08603,0.08428,0.13769,0.17983,0.18585,0.25572,0.23983,0.23917,0.29776,0.322,0.33,0.32,0.33,0.362,0.571,0.649,0.948,0.907,1.106,2.565,1.859,2.249132,2.491774,2.261707,2.894336,2.75460326
Macau,net generation,Asia & Oceania,0.245,0.276,0.317,0.378,0.398,0.417,0.48,0.577,0.635,0.697,0.743,0.836,0.932,1.119,1.179,1.196,1.29,1.324,1.34,1.355,1.389,1.409776,1.514716,1.616048,1.8145,1.905,1.568,1.429,1.138,1.378,1.012,0.833,0.527,0.389,0.603,0.962,0.988,1.465,0.656,0.829,0.562,0.587378208
Macau,net consumption,Asia & Oceania,0.22785,0.25668,0.29481,0.35154,0.39514,0.43481,0.4884,0.57661,0.62955,0.70021,0.77999,0.87748,0.98076,1.14067,1.23647,1.45928,1.3737,1.40032,1.4082,1.43415,1.489,1.601776,1.703716,1.795048,1.8405,2.118,2.399,2.959,3.2976,3.4359,3.6385,3.8558,4.2153,4.3016,4.5358,4.8925,5.1358,5.2775,5.417,5.6481,5.2786,5.629531551
Macau,net imports ,Asia & Oceania,0,0,0,0,0.025,0.047,0.042,0.04,0.039,0.052,0.089,0.1,0.114,0.1,0.14,0.347,0.174,0.169,0.162,0.174,0.1,0.192,0.189,0.179,0.151,0.341,0.965,1.683,2.311,2.2267,2.7865,3.1648,3.8553,4.0586,4.0988,4.0545,4.3058,3.9515,4.911,4.9761,4.8526,5.1923
Macau,distribution losses ,Asia & Oceania,0.01715,0.01932,0.02219,0.02646,0.02786,0.02919,0.0336,0.04039,0.04445,0.04879,0.05201,0.05852,0.06524,0.07833,0.08253,0.08372,0.0903,0.09268,0.0938,0.09485,0,0,0,0,0.125,0.128,0.134,0.153,0.1514,0.1688,0.16,0.142,0.167,0.146,0.166,0.124,0.158,0.139,0.15,0.157,0.136,0.150146657
Malaysia,net generation,Asia & Oceania,10.186,10.895,11.499,12.686,13.791,14.996,15.292,16.469,18.438,20.784,23.952,26.821,27.753,32.892,37.074,43.016,48.558,54.567,57.273,61.654,65.89166,66.55544,70.05536,74.70122,77.63482,77.97114,84.76178,91.9965,92.3156,109.377,117.69276,121.98654,127.58494,131.96968,139.59782,143.6285,148.60474,156.23146,159.858,162.969,156.5689723,165.0016777
Malaysia,net consumption,Asia & Oceania,9.363,10.005,10.504,11.581,12.634,13.699,13.766,14.834,16.679,19.335,22.35,24.252,25.996,28.735,34.034,39.216,43.372,50.614,52.391,56.361,60.32766,60.78044,64.04936,68.32322,71.09982,69.12614,75.25478,81.9335,84.0136,102.708,109.84376,110.24754,119.31794,126.84968,126.83982,133.2845,137.13874,143.768566,146.607209,149.009743,142.3191813,150.7613646
Malaysia,net imports ,Asia & Oceania,0.081,0.081,0.065,0.043,0.079,0.047,-0.075,-0.029,-0.034,-0.153,0.028,-0.023,-0.016,0.024,0.051,0.111,-0.012,0.006,-0.025,-0.074,-0.024,-0.088,-0.066,-0.1,0.048,-2.231,-2.32,-2.262,-0.478,-0.086,-0.151,0.36,0.093,0.188,0.011,0.01,-0.661,-1.117,-1.49,-1.658,-1.658,-1.648522061
Malaysia,distribution losses ,Asia & Oceania,0.904,0.971,1.06,1.148,1.236,1.344,1.451,1.606,1.725,1.296,1.63,2.546,1.741,4.181,3.091,3.911,5.174,3.959,4.857,5.219,5.54,5.687,5.94,6.278,6.583,6.614,7.187,7.801,7.824,6.583,7.698,12.099,8.36,5.308,12.769,10.354,10.805,11.345894,11.760791,12.301257,12.591791,12.591791
Maldives,net generation,Asia & Oceania,0.004,0.005,0.006,0.007,0.009,0.013,0.015,0.018,0.019,0.02,0.023,0.026,0.028,0.038,0.043,0.054,0.059,0.067,0.077,0.087,0.098,0.109,0.118,0.133,0.15,0.17401,0.19903,0.23203,0.26503,0.28203,0.3431,0.3652,0.393,0.4,0.511,0.568,0.614,0.62,0.632,0.638,0.616425459,0.661988689
Maldives,net consumption,Asia & Oceania,0.00372,0.00465,0.00558,0.00651,0.00837,0.01209,0.01395,0.01674,0.01767,0.0186,0.02139,0.02418,0.02604,0.03534,0.03999,0.05022,0.05487,0.06231,0.07161,0.08091,0.098,0.109,0.118,0.133,0.15,0.17401,0.19903,0.23203,0.26503,0.28203,0.3431,0.3652,0.393,0.4,0.511,0.568,0.614,0.6,0.611,0.617,0.594425459,0.639484441
Maldives,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,distribution losses ,Asia & Oceania,0.00028,0.00035,0.00042,0.00049,0.00063,0.00091,0.00105,0.00126,0.00133,0.0014,0.00161,0.00182,0.00196,0.00266,0.00301,0.00378,0.00413,0.00469,0.00539,0.00609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.021,0.021,0.022,0.022504248
Mongolia,net generation,Asia & Oceania,1.466,1.464,1.421,1.662,2.128,2.519,2.816,2.964,3.102,3.355,3.147,3.035,2.753,2.427,2.552,2.471,2.457,2.502,2.515,2.671,2.82,2.89238,2.98732,3.017512483,3.187012483,3.301692483,3.430472483,3.603432483,3.9053,3.9382,4.05874,4.26844,4.53158,4.72082,5.06102,5.19395,5.3418,5.520044,6.149538,6.524791,6.713967303,7.120148234
Mongolia,net consumption,Asia & Oceania,1.65838,1.82352,2.09553,2.23966,2.39604,2.498,2.722,2.786,2.899,3.233,2.984,2.779,2.584,2.186,2.18,2.35,2.37,2.344,2.343,2.305,2.4,2.46738,2.55332,2.692512483,2.870012483,3.045692483,3.209472483,3.359432483,3.6513,3.5827,3.79464,3.87594,4.20158,5.15832,5.58422,5.77675,5.9351,6.257344,6.913238,7.331491,7.393867303,7.750090242
Mongolia,net imports ,Asia & Oceania,0.295,0.462,0.774,0.694,0.417,0.153,0.087,0.07,0.075,0.158,0.16,0.084,0.116,0.05,0.1,0.381,0.395,0.335,0.293,0.143,0.156,0.178,0.149,0.164,0.163,0.164,0.221,0.198,0.182,0.1385,0.2409,0.2515,0.345,1.1775,1.3162,1.3658,1.4103,1.5483,1.6387,1.6987,1.6429,1.630156294
Mongolia,distribution losses ,Asia & Oceania,0.10262,0.10248,0.09947,0.11634,0.14896,0.174,0.181,0.248,0.278,0.28,0.323,0.34,0.285,0.291,0.472,0.502,0.482,0.493,0.465,0.509,0.576,0.603,0.583,0.489,0.48,0.42,0.442,0.442,0.436,0.494,0.505,0.644,0.675,0.74,0.793,0.783,0.817,0.811,0.875,0.892,0.963,1.000214286
Nauru,net generation,Asia & Oceania,0.024,0.024,0.024,0.025,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028,0.028,0.03,0.03,0.03,0.03,0.031,0.031,0.028,0.028,0.029,0.029,0.03,0.031,0.02,0.019,0.021,0.023,0.023,0.024,0.023,0.024,0.0292528,0.029516,0.0325088,0.0339,0.036216,0.039,0.041964
Nauru,net consumption,Asia & Oceania,0.02232,0.02232,0.02232,0.02325,0.02418,0.02418,0.02511,0.02511,0.02511,0.02511,0.02511,0.02511,0.02604,0.02604,0.02604,0.0279,0.0279,0.0279,0.0279,0.02883,0.028,0.025,0.025,0.026,0.026,0.0264,0.0289,0.018,0.017,0.019,0.0209,0.0208,0.0168,0.0157,0.0162,0.0175928,0.019046,0.0237488,0.02618,0.031886,0.0345,0.037426351
